Unnamed: 0,SystemCodeNumber,Capacity,Occupancy,LastUpdatedDate,LastUpdatedTime,IsSpecialDay,VehicleType,Latitude,Longitude,TrafficConditionNearby,QueueLength,Timestamp,OccupancyRate,VehicleType_bike,VehicleType_car,VehicleType_cycle,VehicleType_truck,VehicleTypeWeight,TrafficLevel,DayOfWeek,TimeSlot,SlotWeight,ZoneWeight,OccRate_MA3,OccRate_Trend,RawDemand,NormalizedDemand,Model2Price,Model2Price_Smoothed,Model3Price_Competitive,SuggestReroute
0,BHMBCCMKT01,577,61,04-10-2016,07:59:42,0,car,28.5,77.15,low,2,2016-10-04 07:59:42,0.10571923743500866,0,1,0,0,1.0,0,1,7.983333333333333,1.0,1.5,0.10571923743500866,0.0,3.1585788561525128,0.1259244988132951,10.629622494066474,10.629622494066474,10.629622494066474,False
1,BHMBCCMKT01,577,64,04-10-2016,08:25:42,0,car,28.5,77.15,average,2,2016-10-04 08:25:42,0.11091854419410745,0,1,0,0,1.0,1,1,8.416666666666666,0.8,1.5,0.10831889081455806,0.005199306759098785,2.1712305025996534,0.08346472361831517,10.417323618091576,10.504740802316533,10.504740802316533,False
2,BHMBCCMKT01,577,80,04-10-2016,08:59:42,0,car,28.5,77.15,low,2,2016-10-04 08:59:42,0.1386481802426343,0,1,0,0,1.0,0,1,8.983333333333333,0.8,1.5,0.11842865395725015,0.027729636048526865,2.5487694974003468,0.0997003518936784,10.498501759468393,10.501891924303683,10.501891924303683,False
3,BHMBCCMKT01,577,107,04-10-2016,09:32:46,0,car,28.5,77.15,low,3,2016-10-04 09:32:46,0.1854419410745234,0,1,0,0,1.0,0,1,9.533333333333333,0.8,1.5,0.14500288850375506,0.046793760831889075,3.185233968804159,0.1270707711364455,10.635353855682228,10.554581198436546,10.554581198436546,False
4,BHMBCCMKT01,577,150,04-10-2016,09:59:48,0,car,28.5,77.15,low,3,2016-10-04 09:59:48,0.25996533795493937,0,1,0,0,1.0,0,1,9.983333333333333,0.8,1.5,0.194685153090699,0.07452339688041598,3.2515077989601386,0.12992080063171677,10.649604003158583,10.58884711193481,10.58884711193481,False
5,BHMBCCMKT01,577,177,04-10-2016,10:26:49,0,car,28.5,77.15,low,4,2016-10-04 10:26:49,0.30675909878682844,0,1,0,0,1.0,0,1,10.433333333333334,1.2,1.5,0.25072212593876375,0.046793760831889075,5.868145580589255,0.2424462852541158,11.212231426270577,10.800798245101463,10.800798245101463,False
6,BHMBCCMKT01,577,219,04-10-2016,10:59:48,0,bike,28.5,77.15,average,6,2016-10-04 10:59:48,0.37954939341421146,1,0,0,0,0.2,1,1,10.983333333333333,1.2,1.5,0.31542461005199307,0.07279029462738301,5.813968804159446,0.24011647557780358,11.200582377889017,10.931497097432233,10.931497097432233,False
7,BHMBCCMKT01,577,247,04-10-2016,11:25:47,0,car,28.5,77.15,average,7,2016-10-04 11:25:47,0.42807625649913345,0,1,0,0,1.0,1,1,11.416666666666666,1.2,1.5,0.37146158290005776,0.04852686308492199,8.246100519930676,0.34470749001017703,11.723537450050884,11.183645029741045,11.183645029741045,False
8,BHMBCCMKT01,577,259,04-10-2016,11:59:44,0,car,28.5,77.15,average,6,2016-10-04 11:59:44,0.4488734835355286,0,1,0,0,1.0,1,1,11.983333333333333,1.2,1.5,0.41883304448295783,0.02079722703639514,7.4213864818024255,0.30924161564773506,11.546208078238676,11.29698773111802,11.29698773111802,False
9,BHMBCCMKT01,577,266,04-10-2016,12:29:45,0,bike,28.5,77.15,high,10,2016-10-04 12:29:45,0.4610051993067591,1,0,0,0,0.2,2,1,12.483333333333333,1.5,1.5,0.44598497978047374,0.012131715771230511,11.35892547660312,0.4785709308170991,12.392854654085497,11.635304417017288,11.635304417017288,False
10,BHMBCCMKT01,577,269,04-10-2016,13:02:48,0,car,28.5,77.15,high,9,2016-10-04 13:02:48,0.4662045060658579,0,1,0,0,1.0,2,1,13.033333333333333,1.5,1.5,0.4586943963027152,0.0051993067590987985,12.059402079722704,0.5086941178268077,12.543470589134039,11.913250164243243,11.913250164243243,False
11,BHMBCCMKT01,577,263,04-10-2016,13:29:45,0,car,28.5,77.15,high,9,2016-10-04 13:29:45,0.4558058925476603,0,1,0,0,1.0,2,1,13.483333333333333,1.5,1.5,0.46100519930675904,-0.010398613518197597,12.057582322357021,0.5086158612637839,12.54307930631892,12.104850907785234,12.104850907785234,False
12,BHMBCCMKT01,577,238,04-10-2016,14:02:47,0,car,28.5,77.15,average,5,2016-10-04 14:02:47,0.4124783362218371,0,1,0,0,1.0,1,1,14.033333333333333,1.2,1.5,0.44482957827845176,-0.04332755632582319,6.545095320623917,0.2715577266990151,11.357788633495076,11.878539516826807,11.878539516826807,False
13,BHMBCCMKT01,577,215,04-10-2016,14:29:49,0,car,28.5,77.15,average,4,2016-10-04 14:29:49,0.37261698440207974,0,1,0,0,1.0,1,1,14.483333333333333,1.2,1.5,0.41363373772385903,-0.03986135181975736,5.590190641247833,0.2304931542276617,11.15246577113831,11.659229985276326,11.659229985276326,False
14,BHMBCCMKT01,577,192,04-10-2016,14:57:13,0,car,28.5,77.15,average,4,2016-10-04 14:57:13,0.3327556325823224,0,1,0,0,1.0,1,1,14.95,1.2,1.5,0.37261698440207974,-0.03986135181975736,5.516360485268631,0.22731817367069115,11.136590868353455,11.501690320952832,11.501690320952832,False
15,BHMBCCMKT01,577,165,04-10-2016,15:30:14,0,cycle,28.5,77.15,average,3,2016-10-04 15:30:14,0.28596187175043325,0,0,1,0,0.1,1,1,15.5,1.2,1.5,0.3304448295782784,-0.04679376083188913,2.9179549393414215,0.11557674527973182,10.577883726398658,11.223624247535417,11.223624247535417,False
16,BHMBCCMKT01,577,162,04-10-2016,16:04:12,0,car,28.5,77.15,low,2,2016-10-04 16:04:12,0.2807625649913345,0,1,0,0,1.0,0,1,16.066666666666666,1.0,1.5,0.2998266897746967,-0.005199306759098743,3.448180242634315,0.13837847184310229,10.691892359215512,11.063732724567744,11.063732724567744,False
17,BHMBCCMKT01,577,143,04-10-2016,16:31:14,0,car,28.5,77.15,low,2,2016-10-04 16:31:14,0.24783362218370883,0,1,0,0,1.0,0,1,16.516666666666666,1.0,1.5,0.27151935297515883,-0.03292894280762568,3.3974003466204508,0.13619474108443472,10.680973705422174,10.948717726837806,10.948717726837806,False
18,BHMBCCMKT01,577,54,05-10-2016,07:57:17,0,cycle,28.5,77.15,low,1,2016-10-05 07:57:17,0.09358752166377816,0,0,1,0,0.1,0,2,7.95,1.0,1.5,0.20739456961294048,-0.15424610051993065,1.1648180242634314,0.04018511776308458,10.200925588815423,10.724124073479699,10.724124073479699,False
19,BHMBCCMKT01,577,59,05-10-2016,08:30:15,0,bike,28.5,77.15,average,2,2016-10-05 08:30:15,0.1022530329289428,1,0,0,0,0.2,1,2,8.5,0.8,1.5,0.14789139225880993,0.008665511265164641,1.2595493934142112,0.04425893084392995,10.221294654219651,10.5731547858857,10.5731547858857,False
20,BHMBCCMKT01,577,71,05-10-2016,09:04:19,0,car,28.5,77.15,low,3,2016-10-05 09:04:19,0.12305025996533796,0,1,0,0,1.0,0,2,9.066666666666666,0.8,1.5,0.10629693818601964,0.020797227036395152,3.132547660311959,0.12480505731175293,10.624025286558766,10.588424464903682,10.588424464903682,False
21,BHMBCCMKT01,577,83,05-10-2016,09:30:15,0,bike,28.5,77.15,low,2,2016-10-05 09:30:15,0.1438474870017331,1,0,0,0,0.2,0,2,9.5,0.8,1.5,0.12305025996533796,0.020797227036395152,1.5926516464471403,0.058583608380309,10.292918041901544,10.499737863128805,10.499737863128805,False
22,BHMBCCMKT01,577,114,05-10-2016,10:04:15,0,car,28.5,77.15,low,3,2016-10-05 10:04:15,0.1975736568457539,0,1,0,0,1.0,0,2,10.066666666666666,1.2,1.5,0.15482380127094164,0.05372616984402079,4.798024263431542,0.19642695439244767,10.982134771962237,10.644496554419307,10.644496554419307,False
23,BHMBCCMKT01,577,128,05-10-2016,10:30:17,0,bike,28.5,77.15,average,4,2016-10-05 10:30:17,0.2218370883882149,1,0,0,0,0.2,1,2,10.5,1.2,1.5,0.18775274407856732,0.024263431542460995,3.766689774696707,0.1520756062740895,10.760378031370447,10.67926765899568,10.67926765899568,False
24,BHMBCCMKT01,577,148,05-10-2016,11:04:19,0,cycle,28.5,77.15,average,6,2016-10-05 11:04:19,0.2564991334488735,0,0,1,0,0.1,1,2,11.066666666666666,1.2,1.5,0.22530329289428078,0.03466204506065859,5.458024263431542,0.22480949185032423,11.12404745925162,10.81271949587953,10.81271949587953,False
25,BHMBCCMKT01,577,162,05-10-2016,11:30:18,0,bike,28.5,77.15,average,6,2016-10-05 11:30:18,0.2807625649913345,1,0,0,0,0.2,1,2,11.5,1.2,1.5,0.25303292894280766,0.024263431542461023,5.68419410745234,0.23453566468329753,11.172678323416488,10.920717282411593,10.920717282411593,False
26,BHMBCCMKT01,577,178,05-10-2016,12:04:14,0,truck,28.5,77.15,high,9,2016-10-05 12:04:14,0.30849220103986136,0,0,0,1,1.5,2,2,12.066666666666666,1.5,1.5,0.28191796649335643,0.02772963604852685,12.79679376083189,0.5404047951150017,12.70202397557501,11.455144408829605,11.455144408829605,False
